zinc_id,smiles
ZINC000001737952,NCC(=O)N[C@H](CC(N)=O)C(=O)O
ZINC000253612566,N[C@H]1[C@H](O)[C@H](O)[C@@H](C(=O)O)O[C@H]1O
ZINC000263637701,CC[C@H](O)[C@@H]1O[C@H](O)[C@H](O)[C@H]1O
ZINC000306684601,OC[C@H](O)[C@@H]1C[C@H](O)[C@@H](CO)N1
ZINC000005967033,CN1C[C@H](O)[C@H](O)C[C@@H]1C(=O)O
ZINC000001529079,CNC(=O)C(=O)O
ZINC000001742292,N[C@H](C[C@@H](O)C(=O)O)C(=O)O
ZINC000238735248,COC(=O)N1CN(C(C)=O)NON1
ZINC000306394332,COC[C@@H]1O[C@](O)(CO)[C@H](O)[C@H]1O
ZINC000012501078,N[C@H](C[SH](=O)=O)C(=O)O
ZINC000257431293,CN1[C@H]2CC[C@@]1(O)[C@H](O)[C@H](O)[C@H]2O
ZINC000146565210,C[C@H](O)[C@H](O)[C@@H](O)[C@H](N)C=O
ZINC000059206709,N=[N+]=CC(=O)OC[C@@H](N)C(=O)O
ZINC000000895173,OC[C@]1(O)OC[C@H](O)[C@H]1O
ZINC000257459963,C[C@H](O)C1=CC(=O)[C@@H](O)[C@H]1O
ZINC000257525038,CO[C@@H]1[C@H](O)O[C@H](C)[C@H](O)[C@]1(C)O
ZINC000209028391,C[C@H](O)[C@H](C=O)NC(=O)CN
ZINC000012504309,C[C@]1(O)OC[C@H](O)C1(O)O
ZINC000013351323,N[C@@H](C[C@@H](O)CO)C(=O)O
ZINC000002042820,C[C@](N)(CO)C(=O)O
ZINC000257499975,CN[C@H]1[C@H](O)[C@@H](O)[C@@H](CO)O[C@H]1O
ZINC000257375797,C[C@@H]1CC[C@@H]2[C@H](O)[C@H](O)[C@H](CO)N12
ZINC000078931502,CC(=O)NC[C@H]1OC[C@@H](N)[C@@H]1O
ZINC000195961334,N[C@@]12CC[C@@H](N1)[C@H](O)[C@@H](O)[C@@H]2O
ZINC000100029045,O=C(O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)CO
ZINC000004686459,NC(=O)C[C@H](NC(N)=O)C(=O)O
ZINC000085602397,CC(=O)C[C@]1(CO)OC[C@@H](O)[C@@H]1O
ZINC000245228241,CN[C@H](C=O)[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000257524863,OC[C@@H]1O[C@H](O)[C@@](O)(CO)[C@H]1O
ZINC000012153501,O[C@H]1C[C@@H](O)[C@@H]2CC[C@@]1(O)N2
ZINC000013415726,O[C@H]1C[C@@H](O)[C@@H](O)C[C@H]1O
ZINC000014717182,Cn1c(CO)cnc(N=C(N)N)c1=O
ZINC000100028460,O=C[C@@H](O)COP(=O)(O)O
ZINC000044028836,N[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O
ZINC000014654235,O=C1C=C(CO)C(=O)[C@@H]2O[C@H]12
ZINC000005134905,N[C@@H](C(=O)O)[C@H]1CC(=O)NO1
ZINC000003869936,O=C[C@H](O)COP(=O)(O)O
ZINC000008577155,NCC(=O)N[C@H](CS)C(=O)O
ZINC000014779080,NC(=O)[C@]1(O)C=C[C@@H](O)[C@@H]1O
ZINC000014950596,O[C@H]1C=C[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000008602490,N[C@H](C=O)[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000014455329,OC[C@@H]1NCC[C@H]1O
ZINC000014501496,COC(=O)[C@H]1C[C@@H](O)C(=O)N1
ZINC000257481909,COC(=O)C1=C(N)[C@H](O)[C@H]2O[C@H]2C1=O
ZINC000005836507,O=C(O)C[C@H]1N=CNC1=O
ZINC000100079635,O=C1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000100349755,O=C1CO[C@H](CO)[C@H](O)[C@H]1O
ZINC000069488490,N=CN[C@@H](CCC(N)=O)C(=O)O
ZINC000003860714,OC[C@H]1O[C@H](O)[C@H](O)[C@@H]1O
ZINC000142498099,N[C@H](C=O)[C@H](O)CO
ZINC000005160154,CC(=O)NC1=C[C@H](O)[C@@H]2O[C@@H]2C1=O
ZINC000100823497,CC(=O)C1=CC(=O)C[C@H](O)[C@@H](CO)N1
ZINC000001563050,O=C1N[C@@H](CO)C(=O)N2CCC[C@H]12
ZINC000005566486,O=C1C(CO)=C[C@H](O)[C@H]2O[C@@H]12
ZINC000013459634,OC[C@@H]1N=C[C@@H](O)[C@@H]1O
ZINC000100585421,C[C@H](O)[C@H](O)[C@H](O)C(=O)CO
ZINC000104861680,O=CC(=O)[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000307583550,NCC1(CO)C[C@H](O)[C@@H](O)C1
ZINC000014442653,N[C@H](CNC(=O)NO)C(=O)O
ZINC000014719463,CO[C@]1(CO)OC[C@H](O)[C@@H](O)[C@@H]1O
ZINC000017355192,C[C@H](O)[C@H](O)[C@@H](O)CC=O
ZINC000105574180,O=C1C=C(CO)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000003861281,C[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O
ZINC000100031338,O=C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000033978595,O=C(O)[C@@H](O)[C@@H]1OC(=O)[C@H](O)[C@@H]1O
ZINC000238430553,C[C@H](O)[C@]1(O)C=C[C@@](O)(C#N)[C@@H]1O
ZINC000100073383,C[C@@H](O)[C@@H](O)C[C@H](O)C=O
ZINC000256015816,CO[C@@H]1O[C@H](C)[C@H](N)[C@@H](O)[C@H]1O
ZINC000085590860,O=C(O)[C@]1(O)C(=O)O[C@H](CO)[C@H]1O
ZINC000001730665,C[C@H](NC(=O)CN)C(=O)O
ZINC000013327954,CC(=O)OC[C@]1(O)C(=O)C=C[C@@H]1O
ZINC000096014991,O=C1O[C@@H](CO)[C@@H](O)[C@@H]1O
ZINC000034618410,O=C[C@](O)(CO)[C@H](O)[C@H](O)CO
ZINC000001235985,NC(=O)CCC(N)=O
ZINC000167015064,O=C(O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
ZINC000014455321,O=C1C=CCO[C@]1(O)CO
ZINC000095953048,Nc1nc2[nH]c(=O)[nH]c2c(=O)[nH]1
ZINC000100686989,OC[C@@H]1O[C@H](S)[C@H](O)[C@H](O)[C@@H]1O
ZINC000002037838,NC[C@]1(O)OC[C@H](O)[C@H](O)[C@H]1O
ZINC000013334814,C=C(C(=O)O)[C@@H](O)CO
ZINC000071789996,O[C@H]1C=C[C@@H](O)[C@H](O)[C@H]1O
ZINC000111479295,C[C@H](O)[C@H](O)[C@@H]([C@H](O)C=O)N(C)C
ZINC000014969551,OC[C@H]1O[C@H]1C#CC#C[C@H]1O[C@@H]1CO
ZINC000100389586,O=C[C@@H](O)[C@H](O)[C@H](O)[C@H](O)C(=O)O
ZINC000085598639,O=C1O[C@@H]2[C@@H](O)CO[C@@]2(O)C1(O)O
ZINC000034278673,O=C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO
ZINC000257551349,CCO[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O
ZINC000257509100,C[C@@H]1O[C@H](O)[C@H](O)[C@]1(O)C(=O)O
ZINC000164373353,O=C(O)CN1C[C@H](O)[C@H](O)[C@@H]1CO
ZINC000156387762,COC(=O)C1=C(N)[C@H](O)[C@H]2O[C@@H]2C1=O
ZINC000257345996,CO[C@H]1[C@H](O)[C@H](O)O[C@@H](C)[C@H]1O
ZINC000139149455,OC[C@@H]1[C@H](O)[C@H](O)[C@@H]2CCCN21
ZINC000001534970,OC[C@H]1O[C@H]1C#CC#C[C@@H]1O[C@@H]1CO
ZINC000104592185,C[C@@]1(O)C(=O)NCO[C@@H]1N
ZINC000004691975,C[C@]1(O)C(=O)O[C@@H](CO)[C@@H]1O
ZINC000001740619,OC[C@@H]1S[C@H](O)[C@H](O)[C@H](O)[C@H]1O
ZINC000039333165,C[C@H](O)[C@H](O)[C@@H](N)[C@H](O)C=O
ZINC000085773995,C[C@@H]1O[C@@H](O)CC[C@]1(O)C(=O)CO
ZINC000238398854,C[C@@H]1N[C@H](CO)[C@@H](O)C[C@@H]1O
ZINC000002508224,N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
ZINC000002516866,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO
ZINC000003860903,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000100029859,CCC(/C=N/NC(=N)N)=N\NC(=N)N
ZINC000001722385,NCCOC[C@@H](N)C(=O)O
ZINC000104675152,O[C@H]1CNCCOC1
ZINC000100389712,O=C[C@@H](O)[C@@H](O)[C@H](O)C(O)=C(O)O
ZINC000001081507,OC[C@@H]1N2CCC(CC2)C1(O)O
ZINC000012502656,O=C(O)[C@H](O)C[C@H](O)[C@H](O)CO
ZINC000085601609,C[C@H](O)C(=O)CC(=O)C(=O)O
ZINC000003860202,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O
ZINC000100823498,CC(=O)C1=CC(=O)C[C@@H](O)[C@H](CO)N1
ZINC000013435744,CO[C@@H]1O[C@H](C)[C@@](O)(CO)[C@@H]1O
ZINC000013517144,Cn1c(=O)[nH]c2nc[nH]c2c1=O
ZINC000019172771,O=C(O)[C@H]1C[C@H](O)CNN1
ZINC000000901627,N[C@H](C(=O)O)[C@@H](O)CC(=O)O
ZINC000043193695,NC1=NC(=O)[C@H]2N=CC(=O)N[C@H]2N1
ZINC000238780607,NC(=O)[C@]1(O)C=C[C@H](O)[C@H]1O
ZINC000247963402,CO[C@@H]1O[C@H](CO)[C@H](O)[C@@H](N)[C@@H]1O
ZINC000003830570,O=C(O)[C@H]1/C(=C/CO)O[C@H]2CC(=O)N21
ZINC000165541540,CO[C@H](C=O)[C@@H]1OC[C@@H](O)[C@H]1O
ZINC000409444250,O=C(O)[C@H](O)[C@@H](O)C(O)=C(O)O
ZINC000014686414,N[C@@H](CO)COCC[C@H](N)C(=O)O
ZINC000307742370,C[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](CO)N1C
ZINC000140782369,CO[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O
ZINC000038232976,N[C@H](C(=O)O)[C@@H](N)C(=O)O
ZINC000034310131,CO[C@]1(CO)OC[C@@H](O)[C@H]1O
ZINC000238018873,CC#CC#CC#C[C@@H](O)[C@@H](O)CO
ZINC000009214237,O=C(O)C1=C[C@H](O)[C@H](O)[C@H](O)C1
ZINC000003645182,N[C@H](C(=O)O)C1(O)CC1
ZINC000013351326,N[C@H](C[C@H](O)CO)C(=O)O
ZINC000004899548,N[C@H](Cn1cncn1)C(=O)O
ZINC000005131799,N[C@@H](CO)CS(=O)(=O)O
ZINC000104995619,CO[C@]1(CO)OC[C@H](O)[C@H](O)[C@@H]1O
ZINC000222260317,O=C(CO)[C@H](O)[C@H](O)CCO
ZINC000100388030,N[C@H](CO)C(=O)NC(CO)=C(O)O
ZINC000001813010,NCC(=O)N[C@@H](CC(N)=O)C(=O)O
ZINC000307359340,C[C@@H]1N[C@H](CO)[C@H](O)C[C@H]1O
ZINC000209965379,CN1[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1CO
ZINC000306235360,COC(=O)[C@@H]1C[C@@H](O)[C@H](O)CN1C
ZINC000013353105,N[C@@H](CC#CCO)C(=O)O
ZINC000022923615,N[C@H]1CCN[C@@H]1C(=O)O
ZINC000013327614,O=C1C=C[C@](O)(CCO)[C@@H](O)C1
ZINC000013353235,N[C@@H]1C[C@H](CO)[C@@H](O)C[C@@H]1O
ZINC000001532813,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O
ZINC000059623939,O=[SH](=O)OCCO
ZINC000100191737,C[C@@H](CCNC(=N)N)[C@@H](N)C(=O)O
ZINC000100304783,NC1=C(C(=O)O)C(=O)[C@H]2O[C@H]2C1=O
ZINC000002039487,O=C(O)[C@@](O)(CO)C[C@@H](O)CO
ZINC000138064493,O=C[C@H](O)[C@H](O)[C@H](O)C(=O)O
ZINC000100632781,O=C(O)C(=O)[C@H](O)[C@H](O)C(=O)CO
ZINC000001668756,OCCOCCO
ZINC000013352818,N[C@@H](CCOC(=O)C(=O)O)C(=O)O
ZINC000001532526,NC(=O)CC[C@H](N)C(=O)O
ZINC000001530445,O=C(O)[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000004102414,N=C[C@@H](O)[C@@H](O)COP(=O)(O)O
ZINC000033914485,C[C@H](O)[C@](O)(C=O)[C@@H](O)C=O
ZINC000038234026,C[C@H](O)[C@@H](N)P(=O)(O)O
ZINC000307282379,O[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O
ZINC000013435517,O=C1C[C@H](CO)O[C@]1(O)CO
ZINC000238380926,COC[C@H](O)[C@H](O)[C@@H](O)[C@@H](N)C=O
ZINC000141141683,O=CN[C@H]1[C@H]2CN3CC[C@@H](O2)[C@@H]13
ZINC000085875270,N=C(N)NC[C@H]1C[C@@H](N)C(=O)O1
ZINC000095483609,C[C@H](N)[C@H](N)C(=O)O
ZINC000255964776,CS[C@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H]1N
ZINC000001532611,OC[C@@]1(O)OC[C@@H](O)[C@@H]1O
ZINC000139172679,CC(=O)N1CCN[C@H](C(N)=O)C1
ZINC000016029271,NC(=O)CN1C(=O)CC[C@@H]1C(N)=O
ZINC000104872317,CSC[C@@H]1O[C@H](O)[C@H](O)[C@@H]1O
ZINC000034622103,OC[C@@H]1N[C@H](O)[C@H](O)[C@H](O)[C@H]1O
ZINC000002539190,CC(C)OC(=O)[C@@H](O)[C@H](O)C(=O)O
ZINC000105563452,COC(=O)C1=C(N)C(=O)[C@@H]2O[C@@H]2C1=O
ZINC000223173550,N[C@@H]1C=C(CO)[C@H](O)[C@@H](O)[C@H]1O
ZINC000015151331,NC1=NC[C@@H](C[C@@H](N)C(=O)O)N1
ZINC000238755989,N=C(N)NCCCC(=O)ON
ZINC000008577162,C[C@H](N)C(=O)N[C@H](CS)C(=O)O
ZINC000013327645,C[C@H](O)C1=CC(=O)[C@H](O)[C@@H]1O
ZINC000000897480,OC[C@]1(O)CO[C@H](O)[C@H]1O
ZINC000257346570,NC[C@@H]1O[C@H](O)[C@H](N)[C@H](O)[C@H]1O
ZINC000257543595,C[C@H](O)[C@]1(O)[C@H](O)C[C@H](O)O[C@@H]1C
ZINC000108225354,NC[C@]1(CO)C[C@H](O)[C@H](O)C1
ZINC000033523590,OC[C@@]12OC[C@@H](O1)[C@@H](O)[C@@H]2O
ZINC000014446144,NC(=O)NC[C@@H](O)C[C@@H](N)C(=O)O
ZINC000104993869,O=C[C@H](O)[C@@H]1OC(=O)[C@H](O)[C@@H]1O
ZINC000136711549,CC(C)OC(=O)[C@@H](O)[C@@H](O)C(=O)O
ZINC000043573878,CO[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O
ZINC000307379417,C[C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1N
ZINC000001492528,N[C@H](Cc1c[nH]oc1=O)C(=O)O
ZINC000014593945,CO[C@@H]1[C@H](O)CO[C@@H](O)[C@@H]1OC
ZINC000014683696,Cn1cnc2[nH]c(=O)[nH]c2c1=O
ZINC000043419392,OC[C@@H]1[C@H](O)[C@H](O)[C@@H]2[C@H](O)CCN21
ZINC000068604526,NCCNC(=O)CC(=O)NCCN
ZINC000013351330,N[C@H](C[C@@H](O)CO)C(=O)O
ZINC000100009542,O=C(O)[C@@]1(O)C[C@@H](O)[C@H](O)[C@H](O)C1
ZINC000001532568,O=C(O)C(=O)C[C@H](O)[C@H](O)CO
ZINC000003861280,C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
ZINC000006031988,C[C@@](O)(CO)[C@H](O)CO
ZINC000013283581,N[C@@H](C(=O)O)[C@@H](O)c1c[nH]cn1
ZINC000257575129,CC(=O)[C@@H]1O[C@H](O)[C@H](O)[C@@H]1O
ZINC000013351242,C[C@@H]([C@H](N)C(=O)O)[C@@H](O)CO
ZINC000137802379,CO[C@@H]1O[C@H]([C@H](O)CO)[C@@H](O)[C@H]1O
ZINC000255962636,N[C@H]1[C@H](O)[C@@H](N)[C@@H](O)[C@H](O)[C@@H]1O
ZINC000257545761,OC[C@@H]1[C@H](O)[C@@H](O)[C@H]2CCCN12
ZINC000004760161,CC(=O)N[C@H](C(=O)O)[C@H](C)O
ZINC000000901499,OC[C@@H]1O[C@H](O)C[C@H](O)[C@@H]1O
ZINC000000901639,N[C@@H](C[C@H](O)C(=O)O)C(=O)O
ZINC000003870122,OC[C@@H]1OC[C@@H](O)[C@H]1O
ZINC000019172774,O=C(O)[C@H]1C[C@@H](O)CNN1
ZINC000306579214,OC[C@@]12OC[C@H](O)[C@@H](O1)[C@H](O)[C@@H]2O
ZINC000003861739,N[C@H](CS(=O)(=O)O)C(=O)O
ZINC000238504308,C[S@](=O)CCNC(=O)[C@H](O)CN
ZINC000306394328,COC[C@@H]1O[C@](O)(CO)[C@H](O)[C@@H]1O
ZINC000013435715,O=C(O)[C@]1(O)C[C@H](O)[C@H](O)CO1
ZINC000307152475,O=C1C(O)=C[C@H](O)[C@H](O)[C@H]1O
ZINC000100236763,O=C1C(O)=C[C@H](O)[C@@H](O)[C@@H]1O
ZINC000015115331,OCC(CO)=NO
ZINC000013438106,NC[C@H](O)C[C@H](N)CC(=O)O
ZINC000013459854,C[C@]1(O)C(=O)OC[C@H]1O
ZINC000078233004,O=C[C@H]1C[C@H](O)CN1
ZINC000238398469,CO[C@H](C=O)[C@H](OC)[C@@H](O)CO
ZINC000238337520,CN1C(=O)C(NC(=N)N)=NC[C@H]1CO
ZINC000248083522,CN[C@@H]1[C@H](O)[C@H](O)OC[C@@]1(C)O
ZINC000013327948,CC(=O)OC[C@@]1(O)C(=O)C=C[C@H]1O
ZINC000014961507,O=C(O)C[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000000967755,CC(N)(CO)CO
ZINC000003870472,OC[C@@H]1NC[C@H](O)[C@@H]1O
ZINC000142868689,N[C@@H](C[C@H](CO)C(=O)O)C(=O)O
ZINC000001529886,N[C@@H](CNC(=O)C(=O)O)C(=O)O
ZINC000002597049,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000015206718,O=C1NC(=O)[C@@H]2NC(=O)N[C@@H]2N1
ZINC000220841290,O=C[C@@H](C(=O)O)[C@@H](O)C(=O)O
ZINC000713356206,O=C1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000005133314,O=C1C=CCO[C@@]1(O)C(O)O
ZINC000005224720,OC[C@H]1O[C@@H](O)C[C@H](O)[C@@H]1O
ZINC000013355744,C[S@@](=O)[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1N
ZINC000001575496,NCC(=O)N1C[C@H](O)C[C@@H]1C(=O)O
ZINC000001587149,O=C(O)CN[C@H](CO)C(=O)O
ZINC000002242978,C[C@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O
ZINC000000897150,O=C[C@H](O)C(O)(CO)CO
ZINC000000901628,N[C@H](C(=O)O)[C@H](O)CC(=O)O
ZINC000013358074,N[C@H](C(=O)O)[C@H](O)[C@H](O)CO
ZINC000085602388,CC(=O)C[C@]1(CO)OC[C@@H](O)[C@H]1O
ZINC000001556503,OC[C@@H]1C[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000004096696,O=C1[C@@H](O)[C@H](O)O[C@H](CO)[C@@H]1O
ZINC000005133397,N[C@@H]1CCC(=O)NC1=O
ZINC000001564969,O=C(O)[C@H](O)C(O)[C@@H](O)C(=O)O
ZINC000004761899,C[C@@H](O)[C@@H](N)C(N)=O
ZINC000256015815,CO[C@@H]1O[C@H](C)[C@H](N)[C@@H](O)[C@@H]1O
ZINC000044019959,OC[C@@H]1N[C@H](CO)[C@H](O)[C@H]1O
ZINC000005157238,O=C1C[C@@H](CO)OC[C@@H]1O
ZINC000014488919,OC[C@@H](O)C(O)(CO)CO
ZINC000002584392,Cn1c(O)nc2c([nH]c(=O)n2C)c1=O
ZINC000148782862,O=C[C@H](O)[C@H](O)[C@H](O)C(=O)CO
ZINC000085598561,O=C1OC[C@H]([C@@H](O)C(=O)O)OC1=O
ZINC000255977376,OC[C@@H]1CC[C@H](O)[C@H](O)[C@H]1O
ZINC000005131770,OC[C@H](O)C(O)(CO)CO
ZINC000013508504,O=C1CO[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000104867268,OC[C@@H]1N[C@H](O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000253673224,OC[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000013351065,NC[C@H](O)[C@H](O)C(=O)O
ZINC000003860469,N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000001671554,O=C1NC(=O)[C@@](O)(C(=O)O)N1
ZINC000013353843,COC(=O)C[C@@H](O)[C@@H](N)C(=O)OC
ZINC000200578416,C[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1N
ZINC000203897862,OC[C@]1(O)[C@H](O)CN2CCC[C@@H]21
ZINC000100247797,O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O
ZINC000002508237,N[C@H](C=O)[C@@H](O)[C@H](O)CCO
ZINC000013433489,OCC[C@H](O)C#CC#C[C@H](O)CCO
ZINC000257471581,C[C@@H]1O[C@H](O)[C@H](N)[C@H](O)[C@H]1N
ZINC000031259507,CSC[C@@H]1O[C@H](O)[C@@H](O)[C@@H]1O
ZINC000257376691,CN1[C@H]2CC(O)C[C@H]1[C@H](O)[C@H]2O
ZINC000003860326,OC[C@H]1O[C@H](O)C[C@@H](O)[C@H]1O
ZINC000025419334,C[C@@H]1NC(=O)[C@H]2CNCCN2C1=O
ZINC000388522235,N=C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000140511753,CO[C@@H]1O[C@H](CO)[C@@H](O)C[C@H]1O
ZINC000069485983,C[C@H](O)[C@H](N)C(=O)N[C@H](C)C(=O)O
ZINC000014818374,O=C(O)[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
ZINC000207060582,COC(=O)[C@H](O)P(=O)(O)O
ZINC000071754196,O=C(O)[C@@H](CO)N1C(=O)CNC1=O
ZINC000000895269,OC[C@@H](O)[C@H](O)CO
ZINC000005828187,O=C[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O
ZINC000209965473,CN1[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1CO
ZINC000085892021,N=C(N)NCC[C@@H](O)[C@H](N)C(=O)O
ZINC000709961978,CN(C)[C@@H]1C[C@H](CO)[C@H](O)[C@@H]1O
ZINC000000901063,O=C(O)[C@H](O)[C@H](O)CO
ZINC000033985866,O=C(CO)C[C@@H](O)CO
ZINC000257616069,[O-][N@+]12CCC[C@H](O)[C@@H]1[C@H](O)[C@H](O)C2
ZINC000001066122,O=S(CCO)CCO
ZINC000004977734,O=C1C[C@@H](C(=O)O)N1
ZINC000001531037,NC(=O)NC[C@H](N)C(=O)O
ZINC000004096031,N=C(N)N[C@@H](CC(=O)O)C(=O)O
ZINC000004099158,O=C(O)[C@@H](O)CS(=O)(=O)O
ZINC000307539513,O=C1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000257394898,COC[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO
ZINC000005131703,N[C@H](C(=O)O)C(C(=O)O)C(=O)O
ZINC000006591236,O=c1ccn(O)c(=O)[nH]1
ZINC000017780653,OC[C@H](O)COC[C@H](O)CO
ZINC000100516302,O=C1O[C@H]2C[C@@]1(O)C[C@@H](O)[C@@H]2O
ZINC000015206727,O=C1NC(=O)[C@H]2NC(=O)N[C@H]2N1
ZINC000034602211,O=C(O)[C@@H]1C[C@@H](O)[C@H](CO)N1
ZINC000040979474,N[C@@H](C[C@@H](CO)C(=O)O)C(=O)O
ZINC000013437737,C[C@@H](O)C(=O)NCC[C@H](N)C(=O)O
ZINC000003581471,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O
ZINC000100052581,O=C1O[C@@H]([C@H](O)CO)[C@@H](O)[C@H]1O
ZINC000050875557,CC(=O)[C@H](O)[C@H](O)C[C@H](N)C(=O)O
ZINC000255962635,N[C@H]1[C@H](O)[C@@H](N)[C@@H](O)[C@H](O)[C@H]1O
ZINC000002044054,O=C(O)[C@H](O)C[C@H](O)[C@@H](O)C(=O)O
ZINC000003650313,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
ZINC000004228259,O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000006360529,N=C(N)NC[C@H](O)C[C@@H](N)C(=O)O
ZINC000003590831,N=C(N)CCNC(=O)[C@H]1CCC(N)=N1
ZINC000004097123,O=C1O[C@H](CO)[C@@H](O)[C@H](O)C1=O
ZINC000000002151,Cn1cnc2c1c(=O)[nH]c(=O)n2C
ZINC000013353804,N[C@H](CC(=O)CO)C(=O)O
ZINC000143901328,C[C@H](O)[C@H]1NC(=O)[C@@H]2CCCN2C1=O
ZINC000100769745,O=C(CO)C[C@H](O)[C@H](O)CO
ZINC000033759317,N[C@@H]1N=N[C@H](C(=O)O)N1
ZINC000263584596,O=C1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000306629485,OC[C@@H]1N[C@H](CO)[C@H](O)C[C@@H]1O
ZINC000034319678,CO[C@@H]1CO[C@H](O)[C@H](OC)[C@@H]1O
ZINC000013350158,CO[C@@H]1O[C@H](C)[C@H](N)[C@H](O)[C@@H]1O
ZINC000013353832,COC(=O)C[C@H](O)[C@H](N)C(=O)OC
ZINC000013548768,O=C1C[C@](O)(C(=O)O)[C@H](C(=O)O)O1
ZINC000028630782,CO[C@@H]1OC[C@H](O)[C@H](O)[C@@H]1O
ZINC000000333708,CN1C(=O)N(C)[C@@H]2NC(=O)N[C@H]21
ZINC000059066278,NC(=O)[C@H]1N=CN=C1N
ZINC000005998359,CO[C@]1(CO)O[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000000967189,CN1CC(=O)N=C1N
ZINC000003869530,O=C1[C@@H](O)[C@@H](CO)O[C@@H](O)[C@H]1O
ZINC000004658598,NCNC(N)=O
ZINC000004298370,C[C@H](O)[C@@H](NC(N)=O)C(=O)O
ZINC000002575512,OC[C@@H]1OC=C[C@H](O)[C@@H]1O
ZINC000013353092,CC#C[C@@H](O)[C@H](N)C(=O)O
ZINC000257559094,CN[C@@H]1C[C@H](N)[C@H](O)[C@H](O)[C@H]1O
ZINC000139419280,O=C1C[C@H](O)[C@@H](O)CO1
ZINC000100016113,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
ZINC000004991605,C[C@H](O)[C@H](O)[C@H](N)CC=O
ZINC000238192436,CC(C)(O)[C@](O)(CO)C[C@@H](O)CO
ZINC000005020010,OC[C@@]1(O)CO[C@@](O)(CO)CO1
ZINC000167761970,CO[C@H](C=O)[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000033671247,OC[C@@H]1NCC[C@@H](O)[C@H]1O
ZINC000257393381,C[C@H](O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000100028860,O=C(O)C(=O)[C@@H](O)[C@H](O)[C@H](O)CO
ZINC000004293433,CN/N=C(N)/C(S)=N/NC
ZINC000095483612,C[C@@H](N)[C@@H](N)C(=O)O
ZINC000100305548,NC1=C[C@H](O)[C@@H]2O[C@@H]2C1=O
ZINC000014446140,NC(=O)NC[C@H](O)C[C@@H](N)C(=O)O
